,Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year
111,112,Richard Jewell,"$43,745,542","$22,345,542",51.1%,"$21,400,000",48.9%,2019_boxofficemojo_rankings.csv,2019
112,113,Judy,"$43,660,268","$24,313,888",55.7%,"$19,346,380",44.3%,2019_boxofficemojo_rankings.csv,2019
113,114,Harriet,"$43,347,017","$43,082,155",99.4%,"$264,862",0.6%,2019_boxofficemojo_rankings.csv,2019
114,115,Fighting with My Family,"$40,811,919","$22,958,886",56.3%,"$17,853,033",43.7%,2019_boxofficemojo_rankings.csv,2019
115,116,Uri: The Surgical Strike,"$39,346,577","$4,186,168",10.6%,"$35,160,409",89.4%,2019_boxofficemojo_rankings.csv,2019
116,117,Overcomer,"$38,026,103","$34,746,945",91.4%,"$3,279,158",8.6%,2019_boxofficemojo_rankings.csv,2019
117,118,Pain and Glory,"$37,359,689","$4,567,338",12.2%,"$32,792,351",87.8%,2019_boxofficemojo_rankings.csv,2019
118,119,The Intruder,"$36,599,361","$35,419,122",96.8%,"$1,180,239",3.2%,2019_boxofficemojo_rankings.csv,2019
119,120,The Bad Guys: The Movie,"$34,024,386","$166,972",0.5%,"$33,857,414",99.5%,2019_boxofficemojo_rankings.csv,2019
120,121,The Good Liar,"$33,856,058","$17,156,058",50.7%,"$16,700,000",49.3%,2019_boxofficemojo_rankings.csv,2019
121,122,The Art of Racing in the Rain,"$33,766,787","$26,395,642",78.2%,"$7,371,145",21.8%,2019_boxofficemojo_rankings.csv,2019
122,123,Bharat,"$33,185,983","$2,971,549",9%,"$30,214,434",91%,2019_boxofficemojo_rankings.csv,2019
123,124,Brightburn,"$32,893,421","$17,300,439",52.6%,"$15,592,982",47.4%,2019_boxofficemojo_rankings.csv,2019
124,125,UglyDolls,"$32,450,241","$20,150,241",62.1%,"$12,300,000",37.9%,2019_boxofficemojo_rankings.csv,2019
125,126,Stuber,"$32,390,945","$22,370,452",69.1%,"$10,020,493",30.9%,2019_boxofficemojo_rankings.csv,2019
126,127,The Kid Who Would Be King,"$32,140,970","$16,790,790",52.2%,"$15,350,180",47.8%,2019_boxofficemojo_rankings.csv,2019
127,128,Anna,"$31,626,978","$7,743,794",24.5%,"$23,883,184",75.5%,2019_boxofficemojo_rankings.csv,2019
128,129,My Dear Liar,"$31,177,968","$90,545",0.3%,"$31,087,423",99.7%,2019_boxofficemojo_rankings.csv,2019
129,130,The Wild Goose Lake,"$31,042,413","$12,573",<0.1%,"$31,029,840",100%,2019_boxofficemojo_rankings.csv,2019
130,131,My Hero Academia: Heroes Rising,"$29,187,012","$13,304,000",45.6%,"$15,883,012",54.4%,2019_boxofficemojo_rankings.csv,2019
131,132,Gully Boy,"$28,141,995","$5,566,534",19.8%,"$22,575,461",80.2%,2019_boxofficemojo_rankings.csv,2019
132,133,Total Dhamaal,"$26,911,995","$2,167,632",8.1%,"$24,744,363",91.9%,2019_boxofficemojo_rankings.csv,2019
133,134,Missing Link,"$26,527,094","$16,649,539",62.8%,"$9,877,555",37.2%,2019_boxofficemojo_rankings.csv,2019
134,135,No Manches Frida 2,"$26,493,648","$9,270,920",35%,"$17,222,728",65%,2019_boxofficemojo_rankings.csv,2019
135,136,"The Gangster, the Cop, the Devil","$25,775,371","$216,494",0.8%,"$25,558,877",99.2%,2019_boxofficemojo_rankings.csv,2019
136,137,Booksmart,"$24,863,452","$22,680,962",91.2%,"$2,182,490",8.8%,2019_boxofficemojo_rankings.csv,2019
137,138,Super 30,"$24,701,637","$2,269,878",9.2%,"$22,431,759",90.8%,2019_boxofficemojo_rankings.csv,2019
138,139,The Peanut Butter Falcon,"$23,728,475","$20,457,151",86.2%,"$3,271,324",13.8%,2019_boxofficemojo_rankings.csv,2019
139,140,Only Cloud Knows,"$23,410,836",-,-,"$23,410,836",100%,2019_boxofficemojo_rankings.csv,2019
140,141,Black and Blue,"$22,741,061","$22,055,313",97%,"$685,748",3%,2019_boxofficemojo_rankings.csv,2019
141,142,The Farewell,"$22,671,661","$17,695,781",78.1%,"$4,975,880",21.9%,2019_boxofficemojo_rankings.csv,2019
142,143,Late Night,"$22,386,555","$15,499,454",69.2%,"$6,887,101",30.8%,2019_boxofficemojo_rankings.csv,2019
143,144,Dark Waters,"$22,270,399","$11,136,084",50%,"$11,134,315",50%,2019_boxofficemojo_rankings.csv,2019
144,145,The Star 2019 Re-release,"$21,502,695","$43,510",0.2%,"$21,459,185",99.8%,2019_boxofficemojo_rankings.csv,2019
145,146,Shaft,"$21,360,215","$21,360,215",100%,-,-,2019_boxofficemojo_rankings.csv,2019
146,147,Hotel Mumbai,"$21,314,816","$9,651,611",45.3%,"$11,663,205",54.7%,2019_boxofficemojo_rankings.csv,2019
147,148,Unplanned,"$21,171,090","$19,005,109",89.8%,"$2,165,981",10.2%,2019_boxofficemojo_rankings.csv,2019
148,149,Always Miss You,"$19,015,465","$91,884",0.5%,"$18,923,581",99.5%,2019_boxofficemojo_rankings.csv,2019
149,150,Greta,"$18,653,107","$10,532,219",56.5%,"$8,120,888",43.5%,2019_boxofficemojo_rankings.csv,2019
150,151,Peppa Celebrates Chinese New Year,"$18,653,040","$131,225",0.7%,"$18,521,815",99.3%,2019_boxofficemojo_rankings.csv,2019
151,152,Black Christmas,"$18,529,730","$10,429,730",56.3%,"$8,100,000",43.7%,2019_boxofficemojo_rankings.csv,2019
152,153,Motherless Brooklyn,"$18,477,736","$9,277,736",50.2%,"$9,200,000",49.8%,2019_boxofficemojo_rankings.csv,2019
153,154,The Lighthouse,"$18,113,964","$10,867,104",60%,"$7,246,860",40%,2019_boxofficemojo_rankings.csv,2019
154,155,Blinded by the Light,"$18,096,691","$11,901,145",65.8%,"$6,195,546",34.2%,2019_boxofficemojo_rankings.csv,2019
155,156,Kalank,"$17,987,034","$2,729,336",15.2%,"$15,257,698",84.8%,2019_boxofficemojo_rankings.csv,2019
156,157,Fate/stay night [Heaven's Feel] II. lost butterfly,"$17,295,864","$420,595",2.4%,"$16,875,269",97.6%,2019_boxofficemojo_rankings.csv,2019
157,158,Nothing to Lose 2,"$16,610,713","$1,150,551",6.9%,"$15,460,162",93.1%,2019_boxofficemojo_rankings.csv,2019
158,159,Tazza: One-Eyed Jack,"$16,572,611","$97,655",0.6%,"$16,474,956",99.4%,2019_boxofficemojo_rankings.csv,2019
159,160,Poms,"$16,418,218","$13,631,124",83%,"$2,787,094",17%,2019_boxofficemojo_rankings.csv,2019
160,161,Little Q,"$16,360,233","$1,652",<0.1%,"$16,358,581",100%,2019_boxofficemojo_rankings.csv,2019
161,162,Playmobil: The Movie,"$16,349,303","$1,115,008",6.8%,"$15,234,295",93.2%,2019_boxofficemojo_rankings.csv,2019
162,163,The Kitchen,"$15,980,032","$12,180,032",76.2%,"$3,800,000",23.8%,2019_boxofficemojo_rankings.csv,2019
163,164,The Divine Move 2: The Wrathful,"$15,642,991","$67,578",0.4%,"$15,575,413",99.6%,2019_boxofficemojo_rankings.csv,2019
164,165,Miss Bala,"$15,383,580","$15,006,824",97.6%,"$376,756",2.4%,2019_boxofficemojo_rankings.csv,2019
165,166,Apollo 11,"$15,342,353","$9,039,891",58.9%,"$6,302,462",41.1%,2019_boxofficemojo_rankings.csv,2019
166,167,The Dead Don't Die,"$15,322,395","$6,563,605",42.8%,"$8,758,790",57.2%,2019_boxofficemojo_rankings.csv,2019
167,168,Dabangg 3,"$14,784,628","$202,000",1.4%,"$14,582,628",98.6%,2019_boxofficemojo_rankings.csv,2019
168,169,Serenity,"$14,454,622","$8,547,045",59.1%,"$5,907,577",40.9%,2019_boxofficemojo_rankings.csv,2019
169,170,La Belle Époque,"$14,223,716",-,-,"$14,223,716",100%,2019_boxofficemojo_rankings.csv,2019
170,171,The Current War: Director's Cut,"$12,217,160","$5,979,540",48.9%,"$6,237,620",51.1%,2019_boxofficemojo_rankings.csv,2019
171,172,Miss & Mrs. Cops,"$12,147,170","$104,578",0.9%,"$12,042,592",99.1%,2019_boxofficemojo_rankings.csv,2019
172,173,The Divine Fury,"$11,799,556","$102,982",0.9%,"$11,696,574",99.1%,2019_boxofficemojo_rankings.csv,2019
173,174,Bring the Soul: The Movie,"$11,641,119","$4,809,800",41.3%,"$6,831,319",58.7%,2019_boxofficemojo_rankings.csv,2019
174,175,Gloria Bell,"$11,145,006","$5,611,123",50.3%,"$5,533,883",49.7%,2019_boxofficemojo_rankings.csv,2019
175,176,"Where'd You Go, Bernadette","$10,834,213","$9,198,356",84.9%,"$1,635,857",15.1%,2019_boxofficemojo_rankings.csv,2019
176,177,The Best of Enemies,"$10,209,813","$10,205,616",100%,"$4,197",<0.1%,2019_boxofficemojo_rankings.csv,2019
177,178,BTS World Tour: Love Yourself in Seoul,"$10,195,760","$3,509,917",34.4%,"$6,685,843",65.6%,2019_boxofficemojo_rankings.csv,2019
178,179,The Goldfinch,"$9,932,621","$5,332,621",53.7%,"$4,600,000",46.3%,2019_boxofficemojo_rankings.csv,2019
179,180,Portrait of a Lady on Fire,"$9,919,850","$3,759,854",37.9%,"$6,159,996",62.1%,2019_boxofficemojo_rankings.csv,2019
180,181,Arctic Dogs,"$9,877,855","$5,801,249",58.7%,"$4,076,606",41.3%,2019_boxofficemojo_rankings.csv,2019
181,182,Tod@s Caen,"$9,667,157","$2,670,925",27.6%,"$6,996,232",72.4%,2019_boxofficemojo_rankings.csv,2019
182,183,Official Secrets,"$9,473,603","$1,988,546",21%,"$7,485,057",79%,2019_boxofficemojo_rankings.csv,2019
183,184,Promare,"$9,467,336","$2,313,596",24.4%,"$7,153,740",75.6%,2019_boxofficemojo_rankings.csv,2019
184,185,Jexi,"$9,341,824","$6,546,159",70.1%,"$2,795,665",29.9%,2019_boxofficemojo_rankings.csv,2019
185,186,The Aftermath,"$9,215,591","$1,618,497",17.6%,"$7,597,094",82.4%,2019_boxofficemojo_rankings.csv,2019
186,187,Tolkien,"$9,090,040","$4,535,154",49.9%,"$4,554,886",50.1%,2019_boxofficemojo_rankings.csv,2019
187,188,Captive State,"$8,808,611","$5,958,315",67.6%,"$2,850,296",32.4%,2019_boxofficemojo_rankings.csv,2019
188,189,The Traitor,"$8,780,535","$296,027",3.4%,"$8,484,508",96.6%,2019_boxofficemojo_rankings.csv,2019
189,190,Sorry We Missed You,"$8,766,149","$28,273",0.3%,"$8,737,876",99.7%,2019_boxofficemojo_rankings.csv,2019
190,191,Code Geass: Lelouch of the Re;Surrection 2019 Re-release,"$8,715,612","$522,805",6%,"$8,192,807",94%,2019_boxofficemojo_rankings.csv,2019
191,192,Mardaani 2,"$8,680,109",-,-,"$8,680,109",100%,2019_boxofficemojo_rankings.csv,2019
192,193,Corpus Christi,"$8,669,555","$127,240",1.5%,"$8,542,315",98.5%,2019_boxofficemojo_rankings.csv,2019
193,194,Pavarotti,"$7,885,016","$4,600,249",58.3%,"$3,284,767",41.7%,2019_boxofficemojo_rankings.csv,2019
194,195,The Battle of Jangsari,"$7,883,200","$70,853",0.9%,"$7,812,347",99.1%,2019_boxofficemojo_rankings.csv,2019
195,196,By the Grace of God,"$7,755,652","$67,059",0.9%,"$7,688,593",99.1%,2019_boxofficemojo_rankings.csv,2019
196,197,Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,"$7,733,048","$34,135",0.4%,"$7,698,913",99.6%,2019_boxofficemojo_rankings.csv,2019
197,198,Penguins,"$7,699,452","$7,699,452",100%,-,-,2019_boxofficemojo_rankings.csv,2019
198,199,The White Crow,"$7,622,595","$1,828,784",24%,"$5,793,811",76%,2019_boxofficemojo_rankings.csv,2019
199,200,The Whistleblower,"$7,505,141","$280,851",3.7%,"$7,224,290",96.3%,2019_boxofficemojo_rankings.csv,2019
200,201,Brittany Runs a Marathon,"$7,442,106","$7,189,808",96.6%,"$252,298",3.4%,2019_boxofficemojo_rankings.csv,2019
201,202,Mayday Life,"$7,435,496","$85,912",1.2%,"$7,349,584",98.8%,2019_boxofficemojo_rankings.csv,2019
202,203,Wild Rose,"$7,123,449","$1,635,117",23%,"$5,488,332",77%,2019_boxofficemojo_rankings.csv,2019
203,204,The Sun Is also a Star,"$6,750,029","$4,950,029",73.3%,"$1,800,000",26.7%,2019_boxofficemojo_rankings.csv,2019
204,205,Pati Patni Aur Woh,"$6,712,525","$874,044",13%,"$5,838,481",87%,2019_boxofficemojo_rankings.csv,2019
205,206,National Theatre Live: Fleabag,"$6,508,794","$326,283",5%,"$6,182,511",95%,2019_boxofficemojo_rankings.csv,2019
206,207,Run the Race,"$6,424,420","$6,424,420",100%,-,-,2019_boxofficemojo_rankings.csv,2019
207,208,The Mustang,"$6,405,816","$5,043,620",78.7%,"$1,362,196",21.3%,2019_boxofficemojo_rankings.csv,2019
208,209,Immortal Hero,"$6,180,032","$43,007",0.7%,"$6,137,025",99.3%,2019_boxofficemojo_rankings.csv,2019
209,210,"Cyrano, My Love","$5,985,822","$351,019",5.9%,"$5,634,803",94.1%,2019_boxofficemojo_rankings.csv,2019
210,211,Blue Story,"$5,881,391",-,-,"$5,881,391",100%,2019_boxofficemojo_rankings.csv,2019
211,212,Furie,"$5,756,185","$594,788",10.3%,"$5,161,397",89.7%,2019_boxofficemojo_rankings.csv,2019
212,213,Saaho,"$5,708,522","$2,872,057",50.3%,"$2,836,465",49.7%,2019_boxofficemojo_rankings.csv,2019
213,214,Mission Mangal,"$5,667,057","$3,659,413",64.6%,"$2,007,644",35.4%,2019_boxofficemojo_rankings.csv,2019
214,215,Pagalpanti,"$5,633,633","$423,340",7.5%,"$5,210,293",92.5%,2019_boxofficemojo_rankings.csv,2019
215,216,Don't Let Go,"$5,288,011","$5,215,062",98.6%,"$72,949",1.4%,2019_boxofficemojo_rankings.csv,2019
216,217,Les Misérables: The Staged Concert,"$5,257,431","$459,478",8.7%,"$4,797,953",91.3%,2019_boxofficemojo_rankings.csv,2019
217,218,The Truth,"$5,252,668","$9,619",0.2%,"$5,243,049",99.8%,2019_boxofficemojo_rankings.csv,2019
218,219,The Biggest Little Farm,"$5,248,412","$4,366,949",83.2%,"$881,463",16.8%,2019_boxofficemojo_rankings.csv,2019
219,220,Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson,"$5,078,942","$1,134,786",22.3%,"$3,944,156",77.7%,2019_boxofficemojo_rankings.csv,2019
220,221,The Professor and the Madman,"$4,957,273",-,-,"$4,957,273",100%,2019_boxofficemojo_rankings.csv,2019
221,222,Menteur,"$4,697,364","$4,697,364",100%,-,-,2019_boxofficemojo_rankings.csv,2019
222,223,Jay and Silent Bob Reboot,"$4,691,248","$4,589,490",97.8%,"$101,758",2.2%,2019_boxofficemojo_rankings.csv,2019
223,224,Housefull 4,"$4,634,173","$2,109,160",45.5%,"$2,525,013",54.5%,2019_boxofficemojo_rankings.csv,2019
224,225,The Last Black Man in San Francisco,"$4,607,017","$4,515,719",98%,"$91,298",2%,2019_boxofficemojo_rankings.csv,2019
225,226,A Hidden Life,"$4,604,834","$1,730,597",37.6%,"$2,874,237",62.4%,2019_boxofficemojo_rankings.csv,2019
226,227,The Beach Bum,"$4,554,416","$3,502,600",76.9%,"$1,051,816",23.1%,2019_boxofficemojo_rankings.csv,2019
227,228,Swift,"$4,428,275",-,-,"$4,428,275",100%,2019_boxofficemojo_rankings.csv,2019
228,229,Brian Banks,"$4,376,819","$4,376,819",100%,-,-,2019_boxofficemojo_rankings.csv,2019
229,230,Linda Ronstadt: The Sound of My Voice,"$4,252,657","$4,252,657",100%,-,-,2019_boxofficemojo_rankings.csv,2019
230,231,Savage,"$4,140,502","$74,491",1.8%,"$4,066,011",98.2%,2019_boxofficemojo_rankings.csv,2019
231,232,Arctic 2019 Re-release,"$4,124,015","$2,410,795",58.5%,"$1,713,220",41.5%,2019_boxofficemojo_rankings.csv,2019
232,233,Junglee,"$4,033,587","$295,784",7.3%,"$3,737,803",92.7%,2019_boxofficemojo_rankings.csv,2019
233,234,Ride Your Wave,"$3,995,885","$332,432",8.3%,"$3,663,453",91.7%,2019_boxofficemojo_rankings.csv,2019
234,235,Lucifer,"$3,956,978",-,-,"$3,956,978",100%,2019_boxofficemojo_rankings.csv,2019
235,236,Western Stars,"$3,681,681","$1,581,681",43%,"$2,100,000",57%,2019_boxofficemojo_rankings.csv,2019
236,237,Badla,"$3,590,894","$1,861,000",51.8%,"$1,729,894",48.2%,2019_boxofficemojo_rankings.csv,2019
237,238,Bacurau,"$3,541,476","$58,115",1.6%,"$3,483,361",98.4%,2019_boxofficemojo_rankings.csv,2019
238,239,The Oscar Nominated Short Films 2019: Documentary,"$3,538,550","$3,531,094",99.8%,"$7,456",0.2%,2019_boxofficemojo_rankings.csv,2019
239,240,Ek Ladki Ko Dekha Toh Aisa Laga,"$3,531,837","$1,182,636",33.5%,"$2,349,201",66.5%,2019_boxofficemojo_rankings.csv,2019
240,241,Faustina: Love and Mercy,"$3,498,887","$2,243,180",64.1%,"$1,255,707",35.9%,2019_boxofficemojo_rankings.csv,2019
241,242,Maiden,"$3,495,241","$3,168,978",90.7%,"$326,263",9.3%,2019_boxofficemojo_rankings.csv,2019
242,243,The Aeronauts,"$3,485,251",-,-,"$3,485,251",100%,2019_boxofficemojo_rankings.csv,2019
243,244,Midnight Diner,"$3,412,771","$18,555",0.5%,"$3,394,216",99.5%,2019_boxofficemojo_rankings.csv,2019
244,245,Friends 25th: The One With The Anniversary,"$3,403,406","$2,884,827",84.8%,"$518,579",15.2%,2019_boxofficemojo_rankings.csv,2019
245,246,Honey Boy,"$3,400,977","$3,012,615",88.6%,"$388,362",11.4%,2019_boxofficemojo_rankings.csv,2019
246,247,The Hole in the Ground,"$3,373,474","$21,072",0.6%,"$3,352,402",99.4%,2019_boxofficemojo_rankings.csv,2019
247,248,Echo in the Canyon,"$3,355,324","$3,355,324",100%,-,-,2019_boxofficemojo_rankings.csv,2019
248,249,Panipat,"$3,349,899","$461,863",13.8%,"$2,888,036",86.2%,2019_boxofficemojo_rankings.csv,2019
249,250,The Death & Life of John F. Donovan,"$3,326,364","$152,713",4.6%,"$3,173,651",95.4%,2019_boxofficemojo_rankings.csv,2019
250,251,Chhichhore,"$3,311,391","$2,004,400",60.5%,"$1,306,991",39.5%,2019_boxofficemojo_rankings.csv,2019
251,252,Marianne & Leonard: Words of Love,"$3,273,573","$1,012,034",30.9%,"$2,261,539",69.1%,2019_boxofficemojo_rankings.csv,2019
252,253,Pilgrim's Progress,"$3,173,282","$1,294,596",40.8%,"$1,878,686",59.2%,2019_boxofficemojo_rankings.csv,2019
253,254,All Is True,"$3,019,143","$1,200,481",39.8%,"$1,818,662",60.2%,2019_boxofficemojo_rankings.csv,2019
254,255,Sibyl,"$2,943,278",-,-,"$2,943,278",100%,2019_boxofficemojo_rankings.csv,2019
255,256,After the Wedding,"$2,790,019","$1,574,258",56.4%,"$1,215,761",43.6%,2019_boxofficemojo_rankings.csv,2019
256,257,Children of the Sea,"$2,789,668",-,-,"$2,789,668",100%,2019_boxofficemojo_rankings.csv,2019
257,258,Kinky Boots the Musical,"$2,761,654","$900,451",32.6%,"$1,861,203",67.4%,2019_boxofficemojo_rankings.csv,2019
258,259,Diego Maradona,"$2,656,890",-,-,"$2,656,890",100%,2019_boxofficemojo_rankings.csv,2019
259,260,The Informer,"$2,620,824",-,-,"$2,620,824",100%,2019_boxofficemojo_rankings.csv,2019
260,261,Metallica & San Francisco Symphony - S&M2,"$2,582,847","$1,252,385",48.5%,"$1,330,462",51.5%,2019_boxofficemojo_rankings.csv,2019
261,262,Waves,"$2,563,497","$1,658,790",64.7%,"$904,707",35.3%,2019_boxofficemojo_rankings.csv,2019
262,263,Spirits in the Forest,"$2,531,785","$704,744",27.8%,"$1,827,041",72.2%,2019_boxofficemojo_rankings.csv,2019
263,264,The Art of Self-Defense,"$2,414,269","$2,410,914",99.9%,"$3,355",0.1%,2019_boxofficemojo_rankings.csv,2019
264,265,Sound! Euphonium the Movie - Our Promise: A Brand New Day,"$2,403,030","$90,341",3.8%,"$2,312,689",96.2%,2019_boxofficemojo_rankings.csv,2019
265,266,Piranhas,"$2,298,525","$23,494",1%,"$2,275,031",99%,2019_boxofficemojo_rankings.csv,2019
266,267,3 from Hell,"$2,295,825","$2,172,949",94.6%,"$122,876",5.4%,2019_boxofficemojo_rankings.csv,2019
267,268,Luce,"$2,268,204","$2,010,613",88.6%,"$257,591",11.4%,2019_boxofficemojo_rankings.csv,2019
268,269,Gone with the Wind 2019 Re-release,"$2,176,120","$2,176,120",100%,-,-,2019_boxofficemojo_rankings.csv,2019
269,270,The Wizard of Oz 2019 Re-release,"$2,097,514","$2,076,020",99%,"$21,494",1%,2019_boxofficemojo_rankings.csv,2019
270,271,42nd Street - The Musical,"$2,022,093","$187,440",9.3%,"$1,834,653",90.7%,2019_boxofficemojo_rankings.csv,2019
271,272,Luka Chuppi,"$1,923,586","$1,042,905",54.2%,"$880,681",45.8%,2019_boxofficemojo_rankings.csv,2019
272,273,The Keeper,"$1,916,514",-,-,"$1,916,514",100%,2019_boxofficemojo_rankings.csv,2019
273,274,Fantastic Fungi,"$1,877,675","$1,788,322",95.2%,"$89,353",4.8%,2019_boxofficemojo_rankings.csv,2019
274,275,Matthias & Maxime,"$1,863,999","$374,739",20.1%,"$1,489,260",79.9%,2019_boxofficemojo_rankings.csv,2019
275,276,The Other Side of Heaven 2: Fire of Faith,"$1,807,216","$1,807,216",100%,-,-,2019_boxofficemojo_rankings.csv,2019
276,277,Polaroid,"$1,772,204",-,-,"$1,772,204",100%,2019_boxofficemojo_rankings.csv,2019
277,278,Invisible Life,"$1,766,249","$146,535",8.3%,"$1,619,714",91.7%,2019_boxofficemojo_rankings.csv,2019
278,279,The Souvenir,"$1,719,157","$1,036,737",60.3%,"$682,420",39.7%,2019_boxofficemojo_rankings.csv,2019
279,280,A Brother's Love,"$1,671,969","$539,524",32.3%,"$1,132,445",67.7%,2019_boxofficemojo_rankings.csv,2019
280,281,Deerskin,"$1,641,693",-,-,"$1,641,693",100%,2019_boxofficemojo_rankings.csv,2019
281,282,Student of the Year 2,"$1,635,907","$778,566",47.6%,"$857,341",52.4%,2019_boxofficemojo_rankings.csv,2019
282,283,Monos,"$1,601,199","$406,473",25.4%,"$1,194,726",74.6%,2019_boxofficemojo_rankings.csv,2019
283,284,Beanpole,"$1,591,621","$196,258",12.3%,"$1,395,363",87.7%,2019_boxofficemojo_rankings.csv,2019
284,285,The Crossing,"$1,589,212","$90,896",5.7%,"$1,498,316",94.3%,2019_boxofficemojo_rankings.csv,2019
285,286,Teen Spirit,"$1,573,601","$441,366",28%,"$1,132,235",72%,2019_boxofficemojo_rankings.csv,2019
286,287,The Kid,"$1,553,483","$1,508,593",97.1%,"$44,890",2.9%,2019_boxofficemojo_rankings.csv,2019
287,288,Tel Aviv on Fire,"$1,548,893","$506,145",32.7%,"$1,042,748",67.3%,2019_boxofficemojo_rankings.csv,2019
288,289,The Chaperone,"$1,541,223","$600,654",39%,"$940,569",61%,2019_boxofficemojo_rankings.csv,2019
289,290,De De Pyaar De,"$1,473,116","$425,934",28.9%,"$1,047,182",71.1%,2019_boxofficemojo_rankings.csv,2019
290,291,It 2019 Re-release,"$1,414,696","$1,347,126",95.2%,"$67,570",4.8%,2019_boxofficemojo_rankings.csv,2019
291,292,El Chicano,"$1,404,646","$1,400,603",99.7%,"$4,043",0.3%,2019_boxofficemojo_rankings.csv,2019
292,293,For Sama,"$1,397,546","$43,796",3.1%,"$1,353,750",96.9%,2019_boxofficemojo_rankings.csv,2019
293,294,Light of My Life,"$1,392,898","$20,056",1.4%,"$1,372,842",98.6%,2019_boxofficemojo_rankings.csv,2019
294,295,National Lampoon's Christmas Vacation 2019 Re-release,"$1,385,620","$1,385,620",100%,-,-,2019_boxofficemojo_rankings.csv,2019
295,296,Bolshoi Ballet: The Nutcracker,"$1,348,248","$252,935",18.8%,"$1,095,313",81.2%,2019_boxofficemojo_rankings.csv,2019
296,297,Spirited Away 2019 Re-release,"$1,322,927","$1,322,927",100%,-,-,2019_boxofficemojo_rankings.csv,2019
297,298,Roger Waters - Us + Them,"$1,294,480","$611,644",47.3%,"$682,836",52.7%,2019_boxofficemojo_rankings.csv,2019
298,299,No Safe Spaces,"$1,291,514","$1,291,514",100%,-,-,2019_boxofficemojo_rankings.csv,2019
299,300,Fagara,"$1,265,949","$43,417",3.4%,"$1,222,532",96.6%,2019_boxofficemojo_rankings.csv,2019
300,301,Batla House,"$1,264,337","$493,180",39%,"$771,157",61%,2019_boxofficemojo_rankings.csv,2019
